Probeset ID,N34 David Gene Symbol,UniGene ID,Ensembl,Entrez Gene,Alignments,Chromosomal Location,Gene Title,II1374 4way Venn 1.125 Fold Filter n_total= 1374,II359 RF ONEvs Other3 on 12589n Cxsect Gini n=359
1560225_at,CNR1,Hs.75110,---,1268,chr6:88874881-88876743 (-) // 94.45 // q15,chr6q14-q15,cannabinoid receptor 1 (brain),1,1
1560349_at,COMMD10,Hs.684394,---,---,chr5:115569241-115572201 (+) // 54.56 // q23.1,---,---,1,1
1560386_at,xpo1,Hs.686965,---,---,chr2:61741752-61743024 (-) // 24.52 // p15,---,---,1,0
1560391_at,PIGL,---,ENSG00000108474 /// OTTHUMG00000059346,9487,chr17:16229784-16232219 (+) // 33.66 // p11.2,chr17p12-p11.2,"phosphatidylinositol glycan anchor biosynthesis, class L",1,0
1560443_at,SMCHD1,Hs.662843,---,---,chr18:2778279-2780236 (+) // 39.72 // p11.32,---,---,1,1
1560556_a_at,PLEKHA8,Hs.233495,---,84725,chr7:30166630-30167558 (+) // 14.99 // p14.3,chr7p21-p11.2,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8",1,0
1560662_s_at,WHAMMP2 /// WHAMMP3,Hs.212670 /// Hs.558967 /// Hs.678561 /// Hs.744338,ENSG00000187667 /// ENSG00000248334 /// OTTHUMG00000171921 /// OTTHUMG00000176340,339005 /// 440253,chr15:28983494-28993550 (+) // 53.54 // q13.1 /// chr15:23197977-23207972 (-) // 53.94 // q11.2,chr15q11.2 /// chr15q13.1,"WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2 /// WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 3",1,0
1560676_at,SIAH3,Hs.368483 /// Hs.710931,ENSG00000215475 /// OTTHUMG00000016862,283514,chr13:46354404-46425859 (-) // 81.66 // q14.13,chr13q14.13,siah E3 ubiquitin protein ligase family member 3,1,0
1560696_x_at,QTRTD1,Hs.477162 /// Hs.740971,ENSG00000151576 /// OTTHUMG00000159336,79691,chr3:113785091-113798385 (+) // 63.55 // q13.31,chr3q13.31,queuine tRNA-ribosyltransferase domain containing 1,1,0
1560755_at,Fam149b1,Hs.686117,---,---,chr10:74997192-75003156 (-) // 54.65 // q22.2,---,---,1,1
1560762_at,LOC285972,Hs.647110,ENSG00000242258 /// OTTHUMG00000158321,285972,chr7:150130741-150145228 (+) // 69.11 // q36.1,chr7q36.1,uncharacterized LOC285972,1,1
1560776_at,fam18b /// Fam18b2,Hs.736036,---,---,chr17:15426939-15428184 (-) // 44.31 // p12,---,---,1,1
1560779_a_at,ZNF568,Hs.404220 /// Hs.630677 /// Hs.733385,ENSG00000198453 /// OTTHUMG00000048160,374900,chr19:37464439-37489229 (+) // 82.29 // q13.12,chr19q13.12,zinc finger protein 568,1,0
1560800_at,---,Hs.356888,---,---,chrY:2958896-2960079 (+) // 25.53 // p11.31,---,---,1,0
1560814_a_at,C15orf57,Hs.655718,ENSG00000128891 /// OTTHUMG00000129993,90416,chr15:40823539-40857191 (-) // 73.62 // q15.1,chr15q15.1,chromosome 15 open reading frame 57,1,0
1560869_a_at,---,Hs.481068,---,---,chr4:159793905-159794306 (-) // 63.86 // q32.1,---,---,1,0
1561092_at,klhdc4,Hs.683967,---,---,chr16:87431698-87759801 (-) // 26.48 // q24.2,---,---,1,0
1561128_at,STK10,Hs.684668,---,---,---,---,---,1,0
1561154_at,GBF1,Hs.684751,---,---,chr10:104049259-104049702 (+) // 51.89 // q24.32,---,---,1,1
1561600_at,SSH2,Hs.684581,---,---,---,---,---,1,0
1561654_at,LIMK2,Hs.684722,---,---,chr22:31633415-31633790 (+) // 58.16 // q12.2,---,---,1,0
1561660_at,SLC25A53,Hs.615793 /// Hs.660022,ENSG00000176274 /// ENSG00000269743 /// OTTHUMG00000022124,401612,chrX:103344192-103401708 (-) // 56.63 // q22.2,chrXq22.2,"solute carrier family 25, member 53",1,0
1561733_at,INPP5A,Hs.684055,---,---,chr10:134400249-134401517 (+) // 70.95 // q26.3,---,---,1,1
1561754_at,FLJ44253,Hs.671185,---,---,---,---,---,1,0
1561893_at,egln1,Hs.618455,---,---,chr1:231497489-231498900 (-) // 61.96 // q42.2,---,---,1,0
1561973_at,SMARCC2,Hs.236030 /// Hs.733233,ENSG00000139613 /// OTTHUMG00000170288,6601,chr12:56577132-56583267 (-) // 65.91 // q13.2,chr12q13.2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2",1,0
1562028_at,CCND3,Hs.534307,---,896,chr6:41932825-41935197 (-) // 55.49 // p21.1,chr6p21,cyclin D3,1,1
1562031_at,JAK2,---,---,3717,chr9:5065804-5068158 (+) // 78.23 // p24.1,chr9p24,Janus kinase 2,1,0
1562161_at,---,Hs.684735,---,---,chr13:28198329-28198860 (+) // 20.84 // q12.2,---,---,1,0
1562194_at,Zeb2,Hs.684712,---,---,chr2:145193507-145193847 (-) // 96.59 // q22.3,---,---,1,1
1562230_at,---,Hs.684620,---,---,chr7:63785891-63786483 (+) // 26.6 // q11.21,---,---,1,0
1562238_at,USPL1,Hs.533831,---,10208,chr13:31192087-31226092 (+) // 65.83 // q12.3,chr13q12-q14,ubiquitin specific peptidase like 1,1,1
1562250_at,SEMA4D,Hs.684029,---,---,chr9:92053914-92058844 (-) // 84.86 // q22.2,---,---,1,0
1562255_at,SYTL3,Hs.436977,ENSG00000164674 /// OTTHUMG00000015916,94120,chr6:159126349-159130903 (+) // 74.61 // q25.3,chr6q25.3,synaptotagmin-like 3,1,0
1562270_at,ARHGEF7,Hs.508738,ENSG00000102606 /// OTTHUMG00000017357,8874,chr13:111855180-111859306 (+) // 86.67 // q34,chr13q34,Rho guanine nucleotide exchange factor (GEF) 7,1,0
1562283_at,MAPK1,Hs.684008,---,---,chr22:22217576-22221337 (-) // 62.06 // q11.22,---,---,1,0
1562307_at,RNF24,Hs.658733,---,---,chr20:3984307-3987832 (-) // 66.79 // p13,---,---,1,0
1562316_at,PIGU,---,---,---,chr20:33153245-33156652 (-) // 73.36 // q11.22,---,---,1,0
1562364_at,GVINP1,Hs.494757 /// Hs.721746,ENSG00000254838 /// OTTHUMG00000165506,387751,chr11:6764653-6767690 (-) // 61.66 // p15.4,chr11p15.4,"GTPase, very large interferon inducible pseudogene 1",1,1
1562412_at,GPR89A /// GPR89B /// GPR89C,Hs.680770,---,---,chr1:147451046-147452112 (+) // 2.7 // q21.2 /// chr1:145909341-145910407 (+) // 2.7 // q21.1,---,---,1,0
1562442_a_at,SSBP1,Hs.490394 /// Hs.740496,ENSG00000106028 /// ENSG00000262771 /// OTTHUMG00000157572,6742,chr7:141438157-141441478 (+) // 75.14 // q34,chr7q34,"single-stranded DNA binding protein 1, mitochondrial",1,0
1562457_at,NCKAP5L,Hs.143067,ENSG00000167566 /// OTTHUMG00000156969,57701,chr12:50196050-50199502 (-) // 55.86 // q13.12,chr12q13.12,NCK-associated protein 5-like,1,1
1562467_at,ppp3ca,Hs.660415,---,---,chr4:102075991-102078547 (-) // 58.83 // q24,---,---,1,0
1562481_at,---,---,---,---,---,---,---,1,0
1562527_at,LOC441666,Hs.255729,---,441666,chr10:42847074-42863445 (-) // 42.64 // q11.21,chr10q11.21,zinc finger protein 91 pseudogene,1,0
1562836_at,DDX6,Hs.408461,---,1656,chr11:118618474-118620067 (+) // 96.44 // q23.3,chr11q23.3,DEAD (Asp-Glu-Ala-Asp) box helicase 6,1,0
1563051_at,OSBP,Hs.597091,---,5007,---,chr11q12-q13,oxysterol binding protein,1,0
1563077_at,LOC100289058,Hs.348525,---,100289058,chr13:41110397-41111324 (-) // 61.58 // q14.11,chr13q14.11,uncharacterized LOC100289058,1,0
1563173_at,---,Hs.638694,---,---,chr6:2282247-2282835 (+) // 12.04 // p25.3,---,---,1,0
1563364_at,---,Hs.684521,---,---,---,---,---,1,0
1563431_x_at,CTB-12A17.3 /// OTTHUMG00000183428,---,ENSG00000269292 /// OTTHUMG00000183428,---,chr19:47113836-47114039 (-) // 67.67 // q13.32,---,NULL /// NULL,1,1
1563445_x_at,CTSL1P8,Hs.737712,ENSG00000234575 /// OTTHUMG00000020154,1518,chr9:90459106-90459680 (+) // 92.4 // q22.1,chr9q22.1,cathepsin L1 pseudogene 8,1,0
1563460_at,---,Hs.650467,---,---,chr16:78935711-78942438 (+) // 53.89 // q23.1,---,---,1,0
1563461_at,---,Hs.683976,---,---,chr15:81363056-81400005 (+) // 42.85 // q25.1,---,---,1,0
1563724_at,SACS,Hs.684015,---,---,chr13:23915945-23918846 (-) // 66.36 // q12.12,---,---,1,0
1564002_a_at,AK9,Hs.205144 /// Hs.601635,ENSG00000155085 /// OTTHUMG00000157658,221264,chr6:109962797-110012369 (-) // 61.63 // q21,chr6q21,adenylate kinase 9,1,0
1564053_a_at,YTHDF3,Hs.491861 /// Hs.702951,ENSG00000185728 /// OTTHUMG00000164369,253943,chr8:64081561-64122725 (+) // 98.52 // q12.3,chr8q12.3,"YTH domain family, member 3",1,0
1564093_at,NEK1,Hs.481181,---,4750,chr4:170521058-170523289 (-) // 75.32 // q33,chr4q33,NIMA-related kinase 1,1,0
1564424_at,Esyt2,Hs.685329,---,---,chr7:158501449-158571509 (-) // 42.89 // q36.3,---,---,1,1
1564430_at,Bat2l2,Hs.664915,---,---,chr1:171453558-171455327 (-) // 69.35 // q24.3,---,---,1,0
1564438_at,---,Hs.677365,---,---,chr6:155210129-155211898 (+) // 36.37 // q25.2,---,---,1,0
1564639_at,LOC100291323,Hs.636199,---,100291323,chrX:3736943-3738322 (-) // 43.95 // p22.33,---,uncharacterized LOC100291323,1,0
1564640_at,MGA,---,---,23269,chr15:42032152-42033544 (+) // 72.17 // q15.1,chr15q14,"MGA, MAX dimerization protein",1,0
1564753_at,LASS6,Hs.680646,---,---,chr2:169360836-169361891 (+) // 28.52 // q24.3,---,---,1,0
1564789_at,---,Hs.543963,---,---,chr5:110854353-110855257 (+) // 36.8 // q22.1,---,---,1,0
1564820_at,RAB6A /// RAB6C /// LOC150786 /// LOC100130819,Hs.684584,---,---,---,---,---,1,0
1564970_at,SETDB2,Hs.631789,ENSG00000136169 /// OTTHUMG00000016918,83852,chr13:50018819-50020072 (+) // 46.27 // q14.2,chr13q14,"SET domain, bifurcated 2",1,0
1564972_x_at,SETDB2,Hs.631789,ENSG00000136169 /// OTTHUMG00000016918,83852,chr13:50018819-50020072 (+) // 46.27 // q14.2,chr13q14,"SET domain, bifurcated 2",1,0
1565162_s_at,MGST1,Hs.389700 /// Hs.680544,ENSG00000008394 /// OTTHUMG00000168816,4257,chr12:16500592-16510633 (+) // 71.08 // p12.3,chr12p12.3-p12.1,microsomal glutathione S-transferase 1,1,0
1565436_s_at,KMT2A,Hs.258855 /// Hs.608080 /// Hs.618976 /// Hs.619153 /// Hs.704510 /// Hs.717330 /// Hs.718224 /// Hs.734355 /// Hs.734849,ENSG00000118058 /// ENSG00000267910 /// OTTHUMG00000166337,4297,chr11:118339487-118342460 (+) // 68.42 // q23.3,chr11q23,lysine (K)-specific methyltransferase 2A,1,0
1565595_at,Slc6a16,Hs.677206,---,---,chr19:49810323-49811902 (-) // 28.24 // q13.33,---,---,1,1
1565598_at,RBM47,Hs.658261,---,---,chr4:40487049-40487889 (-) // 86.22 // p14,---,---,1,1
1565692_at,---,Hs.671757,---,---,chr16:22424506-22426383 (-) // 22.59 // p12.2,---,---,1,0
1565743_at,N4BP2L2,Hs.661504,---,---,chr13:33084654-33087621 (-) // 77.3 // q13.1,---,---,1,0
1565810_at,Ppp3r1,Hs.620380,---,---,chr2:68423971-68425210 (-) // 16.84 // p14,---,---,1,1
1565875_at,---,Hs.658484,---,---,chr6:17666239-17666762 (-) // 20.11 // p22.3,---,---,1,0
1565886_at,TRPM7,Hs.621480,---,---,chr15:50872428-50873122 (-) // 90.58 // q21.2,---,---,1,0
1565887_at,TRPM7,Hs.621480,---,---,chr15:50872418-50873122 (+) // 91.83 // q21.2,---,---,1,0
1565889_at,tab2,Hs.684754,---,---,chr6:149668924-149669583 (+) // 49.1 // q25.1,---,---,1,1
1565913_at,ZC3HAV1,Hs.684739,---,---,chr7:138754846-138755429 (-) // 41.86 // q34,---,---,1,0
1566040_at,LOC101060059,Hs.684417,---,101060059,chr5:177434222-177434931 (+) // 76.52 // q35.3 /// chr5:175488602-175489311 (+) // 76.65 // q35.2 /// chr5:177208911-177209620 (-) // 76.79 // q35.3,---,uncharacterized LOC101060059,1,1
1566191_at,SUZ12,Hs.462732 /// Hs.744174,ENSG00000178691 /// OTTHUMG00000132813,23512,chr17:30292713-30294657 (+) // 57.64 // q11.2,chr17q11.2,SUZ12 polycomb repressive complex 2 subunit,1,0
1566603_s_at,RPUSD3,---,ENSG00000156990 /// OTTHUMG00000128441,285367,chr3:9883199-9885698 (-) // 54.02 // p25.3,chr3p25.3,RNA pseudouridylate synthase domain containing 3,1,0
1566825_at,---,Hs.680592,---,---,chr4:86597523-86599212 (+) // 87.39 // q21.23,---,---,1,0
1566966_at,DPYD,Hs.684550,---,---,chr1:97594641-97595338 (-) // 58.26 // p21.3,---,---,1,0
1566980_at,MAPK1IP1L,Hs.621491,---,---,chr14:55524579-55525138 (+) // 15.09 // q22.3,---,---,1,0
1568830_at,IRAK3,Hs.369265 /// Hs.607432,ENSG00000090376 /// OTTHUMG00000169002,11213,chr12:66582976-66591997 (+) // 98.31 // q14.3,chr12q14.3,interleukin-1 receptor-associated kinase 3,1,1
1568858_at,CTD-2196E14.6 /// OTTHUMG00000177095,Hs.684513,ENSG00000260751 /// OTTHUMG00000177095,---,chr16:23579946-23580877 (+) // 43.99 // p12.2,---,NULL /// NULL,1,0
1568865_at,FNTB,Hs.325531,---,2342,chr14:65453947-65455990 (+) // 71.94 // q23.3,chr14q23.3,"farnesyltransferase, CAAX box, beta",1,0
1568943_at,INPP5D,Hs.601911,---,3635,chr2:233924569-233995358 (+) // 40.58 // q37.1,chr2q37.1,"inositol polyphosphate-5-phosphatase, 145kDa",1,0
1568983_a_at,---,Hs.656448,---,---,chr15:50655801-50660452 (+) // 65.8 // q21.2,---,---,1,0
1569041_at,JMJD1C,Hs.655987,---,---,chr10:64180584-65207333 (-) // 24.76 // q21.2,---,---,1,0
1569128_at,C3orf38,Hs.476944,---,285237,chr3:88214245-88215620 (+) // 76.46 // p11.1,chr3p11.1,chromosome 3 open reading frame 38,1,1
1569129_s_at,C3orf38,Hs.476944,---,285237,chr3:88214245-88215620 (+) // 76.46 // p11.1,chr3p11.1,chromosome 3 open reading frame 38,1,0
1569142_at,TRIM13,---,---,10206,chr13:50571142-50573063 (+) // 80.47 // q14.2,chr13q14,tripartite motif containing 13,1,0
1569180_at,---,Hs.662486,---,---,chr17:44402844-44404809 (+) // 29.55 // q21.31,---,---,1,0
1569189_at,TTC9C,Hs.31704 /// Hs.601118 /// Hs.602000,ENSG00000162222 /// OTTHUMG00000167607,283237,chr11:62495583-62503691 (+) // 78.24 // q12.3,chr11q12.3,tetratricopeptide repeat domain 9C,1,0
1569203_at,CXCL2,---,---,2920,chr4:74963652-74964913 (-) // 70.22 // q13.3,chr4q21,chemokine (C-X-C motif) ligand 2,1,1
1569238_a_at,---,Hs.676556,---,---,chr4:160060657-160061976 (+) // 92.41 // q32.1,---,---,1,0
1569263_at,OTTHUMG00000178833 /// RP13-516M14.8,---,ENSG00000184551 /// OTTHUMG00000178833,---,chr17:80206942-80209703 (+) // 91.32 // q25.3,---,NULL /// NULL,1,0
1569311_at,---,Hs.720466,---,---,---,---,---,1,0
1569312_at,ZNF146,Hs.656363,---,---,chr19:36706139-36707380 (+) // 59.77 // q13.12,---,---,1,0
1569320_at,GPBP1L1,Hs.238432,---,60313,chr1:46119495-46122074 (-) // 72.38 // p34.1,chr1p34.1,GC-rich promoter binding protein 1-like 1,1,0
1569352_at,FNIP2,---,---,57600,chr4:159791419-159793881 (+) // 76.69 // q32.1,chr4q32.1,folliculin interacting protein 2,1,0
1569392_at,TECR,Hs.515642 /// Hs.657019 /// Hs.733316 /// Hs.738951,ENSG00000099797 /// OTTHUMG00000183290,9524,chr19:14640446-14643322 (+) // 51.07 // p13.12,chr19p13.12,"trans-2,3-enoyl-CoA reductase",1,0
1569431_at,PAFAH1B2,Hs.728488 /// Hs.744499,ENSG00000168092 /// OTTHUMG00000167064,5049,chr11:117015024-117047590 (+) // 54.46 // q23.3,chr11q23,"platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 (30kDa)",1,0
1569472_s_at,TTC3 /// TTC3P1,Hs.368214 /// Hs.567832 /// Hs.602285 /// Hs.609880 /// Hs.618500,ENSG00000182670 /// OTTHUMG00000086654,7267 /// 286495,chr21:38459546-38463934 (+) // 52.82 // q22.13,chr21q22.2 /// chrXq13.3,tetratricopeptide repeat domain 3 /// tetratricopeptide repeat domain 3 pseudogene 1,1,1
1569527_at,STAU1,Hs.686108,---,---,chr20:47785507-47790864 (-) // 69.69 // q13.13,---,---,1,0
1569538_at,---,---,---,---,chr10:81507261-81508080 (-) // 2.87 // q22.3,---,---,1,1
1569540_at,nlk,---,---,---,---,---,---,1,0
1569573_at,AVEN,Hs.685023,---,---,chr15:34211139-34212595 (-) // 59.57 // q14,---,---,1,0
1569578_at,ankrd11 /// LOC100128265,Hs.685331,---,---,chr16:89471920-89473267 (-) // 68.32 // q24.3,---,---,1,1
1569583_at,EREG,Hs.115263 /// Hs.717956,ENSG00000124882 /// OTTHUMG00000130005,2069,chr4:75230862-75247701 (+) // 57.54 // q13.3,chr4q13.3,epiregulin,1,0
1569706_at,MYSM1,Hs.744921,---,114803,chr1:59146512-59147766 (-) // 74.96 // p32.1,chr1p32.1,"Myb-like, SWIRM and MPN domains 1",1,0
1569773_at,ATP8A1,Hs.435052,ENSG00000124406 /// OTTHUMG00000099403,10396,chr4:42627156-42659107 (-) // 95.98 // p13,chr4p13,"ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1",1,0
1569791_at,STK4,Hs.472838 /// Hs.700137,ENSG00000101109 /// OTTHUMG00000033059,6789,chr20:43595193-43604324 (+) // 76.92 // q13.12,chr20q11.2-q13.2,serine/threonine kinase 4,1,0
1569830_at,PTPRC,Hs.599730 /// Hs.654514,ENSG00000081237 /// ENSG00000262418 /// OTTHUMG00000035702 /// OTTHUMG00000175273,5788,chr1:198608233-198664299 (+) // 57.78 // q31.3,chr1q31-q32,"protein tyrosine phosphatase, receptor type, C",1,0
1569864_at,SERAC1,Hs.154706,---,84947,chr6:158566953-158589274 (-) // 48.35 // q25.3,chr6q25.3,serine active site containing 1,1,0
1569948_at,---,Hs.685028,---,---,chr17:40626158-40893209 (-) // 31.7 // q21.2,---,---,1,0
1570021_at,LOC360030,---,---,---,chr6:16449742-16451739 (-) // 53.76 // p22.3,---,---,1,0
1570022_at,C3orf1,Hs.686111,---,---,chr3:119227237-119230204 (+) // 20.62 // q13.33,---,---,1,0
1570115_at,PP12708,Hs.684470,ENSG00000214117,100130609,chr7:139073925-139077714 (+) // 59.3 // q34,chr7q34,uncharacterized LOC100130609,1,0
1570213_at,---,Hs.621670,---,---,chr13:25533255-25534495 (+) // 65.13 // q12.13 /// chr13:25162825-25164100 (-) // 63.82 // q12.12,---,---,1,0
1570248_at,GNB1,Hs.684439,---,---,chr1:1761194-1762182 (-) // 23.41 // p36.33,---,---,1,0
1570249_x_at,GNB1,Hs.684439,---,---,chr1:1761194-1762182 (-) // 23.41 // p36.33,---,---,1,0
1570255_s_at,ANKRD20A1 /// ANKRD20A12P /// ANKRD20A2 /// ANKRD20A3 /// ANKRD20A4 /// ANKRD20A8P /// LOC101059935,Hs.456852 /// Hs.487592 /// Hs.493967 /// Hs.537407 /// Hs.556119 /// Hs.559048 /// Hs.618600 /// Hs.632663 /// Hs.632665 /// Hs.632671 /// Hs.645502 /// Hs.648245 /// Hs.667952 /// Hs.671671 /// Hs.692657 /// Hs.721855,ENSG00000132498 /// ENSG00000172014 /// ENSG00000183148 /// ENSG00000196774 /// ENSG00000229089 /// ENSG00000242569 /// ENSG00000270057 /// OTTHUMG00000013276 /// OTTHUMG00000013469 /// OTTHUMG00000034629 /// OTTHUMG00000058641 /// OTTHUMG00000066855 /// OTTHUMG00000155138,84210 /// 441425 /// 441430 /// 728747 /// 729171 /// 100874392 /// 101059935,chr1:142826539-142827602 (+) // 70.44 // q21.1 /// chr1:142712543-142713605 (-) // 71.44 // q21.1 /// chr1:143209012-143210074 (-) // 70.8 // q21.1 /// chr4:49503795-49504857 (-) // 70.71 // p11,chr2q11.1 /// chr9p12 /// chr9q13 /// chr9q21.11,"ankyrin repeat domain 20 family, member A1 /// ankyrin repeat domain 20 family, member A12, pseudogene /// ankyrin repeat domain 20 family, member A2 /// ankyrin repeat domain 20 family, member A3 /// ankyrin repeat domain 20 family, member A4 /// ankyrin repeat domain 20 family, member A8, pseudogene /// coiled-coil domain-containing protein 29-like",1,1
1570338_at,---,Hs.707654,---,---,chr2:242696703-242697330 (+) // 56.33 // q37.3,---,---,1,0
1570364_at,ZNF709,Hs.627967 /// Hs.631623 /// Hs.679293,ENSG00000242852 /// OTTHUMG00000156406,163051,chr19:12576423-12577665 (-) // 63.79 // p13.2,chr19p13.2,zinc finger protein 709,1,0
1570371_a_at,EPT1,Hs.189073 /// Hs.593576,ENSG00000138018 /// OTTHUMG00000151931,85465,chr2:26569045-26569767 (+) // 81.74 // p23.3,chr2p23.3,ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific),1,0
1570409_x_at,---,Hs.684473,---,---,chr13:99188632-99190507 (-) // 69.42 // q32.2,---,---,1,0
1570415_at,DDX52,Hs.408452 /// Hs.590937 /// Hs.597523 /// Hs.637104,ENSG00000141141 /// OTTHUMG00000133121,11056,chr17:35990852-36002800 (-) // 60.41 // q12,chr17q21.1,DEAD (Asp-Glu-Ala-Asp) box polypeptide 52,1,1
1570505_at,ABCB4,Hs.601011 /// Hs.654403,ENSG00000005471 /// OTTHUMG00000023396,5244,chr7:87081714-87104969 (-) // 85.21 // q21.12,chr7q21.1,"ATP-binding cassette, sub-family B (MDR/TAP), member 4",1,0
1570507_at,SCAF11,Hs.210367 /// Hs.743951,ENSG00000139218 /// OTTHUMG00000149930,9169,chr12:46324641-46325723 (-) // 57.01 // q12,chr12q12,SR-related CTD-associated factor 11,1,0
1570571_at,CCDC91,Hs.653125,---,55297,chr12:28342476-28346191 (+) // 74.79 // p11.22,chr12p11.22,coiled-coil domain containing 91,1,0
200607_s_at,RAD21,Hs.81848,ENSG00000164754 /// OTTHUMG00000164959,5885,chr8:117858172-117887040 (-) // 94.62 // q24.11,chr8q24,RAD21 homolog (S. pombe),1,0
200628_s_at,WARS,Hs.497599 /// Hs.736264,ENSG00000140105 /// OTTHUMG00000171572,7453,chr14:100800856-100841769 (-) // 99.64 // q32.2,chr14q32.31,tryptophanyl-tRNA synthetase,1,0
200671_s_at,SPTBN1,Hs.503178 /// Hs.598753 /// Hs.601295 /// Hs.625136 /// Hs.629983 /// Hs.732136,ENSG00000115306 /// OTTHUMG00000133746,6711,chr2:54753506-54896146 (+) // 95.89 // p16.2,chr2p21,"spectrin, beta, non-erythrocytic 1",1,0
200730_s_at,PTP4A1,Hs.227777 /// Hs.593184 /// Hs.607235,ENSG00000112245 /// OTTHUMG00000014949,7803,chr6:64282378-64293493 (+) // 94.97 // q12,chr6q12,"protein tyrosine phosphatase type IVA, member 1",1,0
200806_s_at,HSPD1,Hs.581438 /// Hs.595053 /// Hs.655390 /// Hs.727543,ENSG00000144381 /// OTTHUMG00000154463,3329,chr2:198351307-198364620 (-) // 93.8 // q33.1,chr2q33.1,heat shock 60kDa protein 1 (chaperonin),1,1
200832_s_at,SCD,Hs.558396 /// Hs.709014 /// Hs.734527,ENSG00000099194 /// OTTHUMG00000018906,6319,chr10:102106880-102124591 (+) // 93.17 // q24.31,chr10q24.31,stearoyl-CoA desaturase (delta-9-desaturase),1,1
200928_s_at,RAB14,Hs.371563 /// Hs.621699,ENSG00000119396 /// OTTHUMG00000020582,51552,chr9:123940415-123964086 (-) // 93.45 // q33.2,chr9q32-q34.11,"RAB14, member RAS oncogene family",1,0
200951_s_at,CCND2,Hs.376071 /// Hs.609915 /// Hs.706154 /// Hs.706277,ENSG00000118971 /// OTTHUMG00000168123,894,chr12:4382937-4414519 (+) // 95.53 // p13.32,chr12p13,cyclin D2,1,0
201008_s_at,LOC101060503 /// TXNIP,Hs.709057,ENSG00000117289 /// ENSG00000265972 /// OTTHUMG00000013755,10628 /// 101060503,chr1:145438489-145442626 (+) // 98.23 // q21.1,chr1q21.1,thioredoxin-interacting protein-like /// thioredoxin interacting protein,1,0
201043_s_at,ANP32A,Hs.458747,ENSG00000140350 /// OTTHUMG00000154502,8125,chr15:69072392-69113231 (-) // 93.95 // q23,chr15q23,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A",1,1
201065_s_at,GTF2I /// GTF2IP1 /// LOC100093631,Hs.647041 /// Hs.649352 /// Hs.650102 /// Hs.654705 /// Hs.743231,ENSG00000077809 /// ENSG00000263001 /// OTTHUMG00000156237,2969 /// 2970 /// 100093631,chr7:74103456-74174289 (+) // 99.25 // q11.23,chr7q11.23,"general transcription factor IIi /// general transcription factor IIi, pseudogene 1 /// general transcription factor II, i, pseudogene",1,0
201070_x_at,SF3B1,Hs.632554 /// Hs.639540 /// Hs.717413,ENSG00000115524 /// OTTHUMG00000154447,23451,chr2:198256449-198299766 (-) // 99.06 // q33.1,chr2q33.1,"splicing factor 3b, subunit 1, 155kDa",1,1
201073_s_at,SMARCC1,Hs.476179 /// Hs.605181 /// Hs.619293,ENSG00000173473 /// OTTHUMG00000133519,6599,chr3:47627383-47823406 (-) // 95.97 // p21.31,chr3p21.31,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1",1,0
